Timeline (UTC),ArtifactType,Description,RecordNumber,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,UserId,UserName,RemoteHost,ExecutableInfo,HiddenRecord,Payload,HiveType,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Recursive,Deleted
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MUI/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NCSI/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MUI/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MUI/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NDF-HelperClassDiscovery/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Networking-Correlation/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NDIS/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NDIS/Operational,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NetShell/Performance,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NetworkLocationWizard/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Network-and-Sharing-Center/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NetworkAccessProtection/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MUI/Admin,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NDIS-PacketCapture/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MSPaint/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-DirectSound/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MSPaint/Admin,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Known Folders API Service,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-L2NA/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-LanguagePackSetup/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NetworkProfile/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-LanguagePackSetup/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-LanguagePackSetup/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-LDAP-Client/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-LUA-ConsentUI/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MSPaint/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MCT/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MediaFoundation-MFReadWrite/SourceReader,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MediaFoundation-MFReadWrite/Transform,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MediaFoundation-PlayAPI/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MemoryDiagnostics-Results/Debug,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-mobsync/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MPS-CLNT/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MPS-DRV/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MPS-SRV/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-MediaFoundation-MFReadWrite/SinkWriter,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NetworkProfile/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ReadyBoostDriver/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NlaSvc/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PrintService/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PrintService/Operational,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Program-Compatibility-Assistant/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-QoS-Pacer/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-QoS-qWAVE/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ReadyBoost/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ReadyBoost/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ReadyBoostDriver/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Kernel-WHEA/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Recovery/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ReliabilityAnalysisComponent/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-RemoteApp and Desktop Connections/Admin,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-RemoteAssistance/Admin,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-RemoteAssistance/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-RemoteAssistance/Tracing,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Remotefs-UTProvider/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Resource-Exhaustion-Detector/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PrintService/Admin,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PrimaryNetworkIcon/Performance,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PowerShell/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PowerShell/Analytic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NTLM/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ntshrui,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-NWiFi/Diagnostic,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-OLEACC/Debug,Enabled,RegDword,0,,,True,False
2009-07-14 04:53:26.170418800+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-OLEACC/Diagnostic,Enabled,RegDword,0,,,True,False
