RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
8,8,2025-02-07 11:52:44.6483882,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1052,2884,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8003845be0.dat.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:50:59.5780001""},{""@Name"":""NameLength"",""#text"":""19""},{""@Name"":""Name"",""#text"":""ACPI_HAL\\PNP0C08\\0""},{""@Name"":""FriendlyNameLength"",""#text"":""32""},{""@Name"":""FriendlyName"",""#text"":""Microsoft ACPI-Compliant System""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""1022""},{""@Name"":""DegradationTime"",""#text"":""909""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
9,9,2025-02-07 11:52:44.6483882,106,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1052,2884,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8003845be0.dat.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:50:59.5780001""},{""@Name"":""NameLength"",""#text"":""23""},{""@Name"":""Name"",""#text"":""BackgroundPrefetchTime""},{""@Name"":""TotalTime"",""#text"":""1975""},{""@Name"":""DegradationTime"",""#text"":""5446""}]}}"
10,10,2025-02-07 11:58:48.4487006,100,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1064,1960,WIN-3M6ADARIMNH,0,S-1-5-19,Windows System was started,,,BootStartTime: 2025-02-07 11:57:01.5624001,BootEndTime: 2025-02-07 11:58:46.4518971,BootTime: 26420ms,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8003845be0.dat.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""BootTsVersion"",""#text"":""2""},{""@Name"":""BootStartTime"",""#text"":""2025-02-07 11:57:01.5624001""},{""@Name"":""BootEndTime"",""#text"":""2025-02-07 11:58:46.4518971""},{""@Name"":""SystemBootInstance"",""#text"":""9""},{""@Name"":""UserBootInstance"",""#text"":""4""},{""@Name"":""BootTime"",""#text"":""26420""},{""@Name"":""MainPathBootTime"",""#text"":""14120""},{""@Name"":""BootKernelInitTime"",""#text"":""10""},{""@Name"":""BootDriverInitTime"",""#text"":""203""},{""@Name"":""BootDevicesInitTime"",""#text"":""5885""},{""@Name"":""BootPrefetchInitTime"",""#text"":""5776""},{""@Name"":""BootPrefetchBytes"",""#text"":""596033536""},{""@Name"":""BootAutoChkTime"",""#text"":""0""},{""@Name"":""BootSmssInitTime"",""#text"":""4827""},{""@Name"":""BootCriticalServicesInitTime"",""#text"":""307""},{""@Name"":""BootUserProfileProcessingTime"",""#text"":""325""},{""@Name"":""BootMachineProfileProcessingTime"",""#text"":""346""},{""@Name"":""BootExplorerInitTime"",""#text"":""1290""},{""@Name"":""BootNumStartupApps"",""#text"":""0""},{""@Name"":""BootPostBootTime"",""#text"":""12300""},{""@Name"":""BootIsRebootAfterInstall"",""#text"":""False""},{""@Name"":""BootRootCauseStepImprovementBits"",""#text"":""16384""},{""@Name"":""BootRootCauseGradualImprovementBits"",""#text"":""16384""},{""@Name"":""BootRootCauseStepDegradationBits"",""#text"":""136""},{""@Name"":""BootRootCauseGradualDegradationBits"",""#text"":""128""},{""@Name"":""BootIsDegradation"",""#text"":""False""},{""@Name"":""BootIsStepDegradation"",""#text"":""False""},{""@Name"":""BootIsGradualDegradation"",""#text"":""False""},{""@Name"":""BootImprovementDelta"",""#text"":""0""},{""@Name"":""BootDegradationDelta"",""#text"":""0""},{""@Name"":""BootIsRootCauseIdentified"",""#text"":""True""},{""@Name"":""OSLoaderDuration"",""#text"":""1277""},{""@Name"":""BootPNPInitStartTimeMS"",""#text"":""10""},{""@Name"":""BootPNPInitDuration"",""#text"":""5895""},{""@Name"":""OtherKernelInitDuration"",""#text"":""108""},{""@Name"":""SystemPNPInitStartTimeMS"",""#text"":""6000""},{""@Name"":""SystemPNPInitDuration"",""#text"":""194""},{""@Name"":""SessionInitStartTimeMS"",""#text"":""6197""},{""@Name"":""Session0InitDuration"",""#text"":""132""},{""@Name"":""Session1InitDuration"",""#text"":""77""},{""@Name"":""SessionInitOtherDuration"",""#text"":""4616""},{""@Name"":""WinLogonStartTimeMS"",""#text"":""11025""},{""@Name"":""OtherLogonInitActivityDuration"",""#text"":""1133""},{""@Name"":""UserLogonWaitDuration"",""#text"":""291""}]}}"
11,11,2025-02-07 11:58:48.4487006,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1064,1960,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8003845be0.dat.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:57:01.5624001""},{""@Name"":""NameLength"",""#text"":""19""},{""@Name"":""Name"",""#text"":""ACPI_HAL\\PNP0C08\\0""},{""@Name"":""FriendlyNameLength"",""#text"":""32""},{""@Name"":""FriendlyName"",""#text"":""Microsoft ACPI-Compliant System""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""1113""},{""@Name"":""DegradationTime"",""#text"":""1000""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
12,12,2025-02-07 12:15:34.4581882,200,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1048,1528,WIN-3M6ADARIMNH,0,S-1-5-19,Windows System was shutdown,,,ShutdownStartTime: 2025-02-07 12:13:31.4900526,ShutdownEndTime: 2025-02-07 12:13:36.0362821,ShutdownTime: 4546ms,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8003845be0.dat.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""ShutdownTsVersion"",""#text"":""1""},{""@Name"":""ShutdownStartTime"",""#text"":""2025-02-07 12:13:31.4900526""},{""@Name"":""ShutdownEndTime"",""#text"":""2025-02-07 12:13:36.0362821""},{""@Name"":""ShutdownTime"",""#text"":""4546""},{""@Name"":""ShutdownUserSessionTime"",""#text"":""1800""},{""@Name"":""ShutdownUserPolicyTime"",""#text"":""8""},{""@Name"":""ShutdownUserProfilesTime"",""#text"":""45""},{""@Name"":""ShutdownSystemSessionsTime"",""#text"":""2125""},{""@Name"":""ShutdownPreShutdownNotificationsTime"",""#text"":""214""},{""@Name"":""ShutdownServicesTime"",""#text"":""1845""},{""@Name"":""ShutdownKernelTime"",""#text"":""619""},{""@Name"":""ShutdownRootCauseStepImprovementBits"",""#text"":""0""},{""@Name"":""ShutdownRootCauseGradualImprovementBits"",""#text"":""0""},{""@Name"":""ShutdownRootCauseStepDegradationBits"",""#text"":""0""},{""@Name"":""ShutdownRootCauseGradualDegradationBits"",""#text"":""0""},{""@Name"":""ShutdownIsDegradation"",""#text"":""False""},{""@Name"":""ShutdownTimeChange"",""#text"":""0""}]}}"
13,13,2025-02-07 12:15:34.4581882,100,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1048,2604,WIN-3M6ADARIMNH,0,S-1-5-19,Windows System was started,,,BootStartTime: 2025-02-07 12:13:48.5624001,BootEndTime: 2025-02-07 12:15:32.4145847,BootTime: 19209ms,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8003845be0.dat.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""BootTsVersion"",""#text"":""2""},{""@Name"":""BootStartTime"",""#text"":""2025-02-07 12:13:48.5624001""},{""@Name"":""BootEndTime"",""#text"":""2025-02-07 12:15:32.4145847""},{""@Name"":""SystemBootInstance"",""#text"":""10""},{""@Name"":""UserBootInstance"",""#text"":""5""},{""@Name"":""BootTime"",""#text"":""19209""},{""@Name"":""MainPathBootTime"",""#text"":""8109""},{""@Name"":""BootKernelInitTime"",""#text"":""10""},{""@Name"":""BootDriverInitTime"",""#text"":""135""},{""@Name"":""BootDevicesInitTime"",""#text"":""6121""},{""@Name"":""BootPrefetchInitTime"",""#text"":""1337""},{""@Name"":""BootPrefetchBytes"",""#text"":""241197056""},{""@Name"":""BootAutoChkTime"",""#text"":""0""},{""@Name"":""BootSmssInitTime"",""#text"":""618""},{""@Name"":""BootCriticalServicesInitTime"",""#text"":""151""},{""@Name"":""BootUserProfileProcessingTime"",""#text"":""40""},{""@Name"":""BootMachineProfileProcessingTime"",""#text"":""167""},{""@Name"":""BootExplorerInitTime"",""#text"":""536""},{""@Name"":""BootNumStartupApps"",""#text"":""0""},{""@Name"":""BootPostBootTime"",""#text"":""11100""},{""@Name"":""BootIsRebootAfterInstall"",""#text"":""False""},{""@Name"":""BootRootCauseStepImprovementBits"",""#text"":""0""},{""@Name"":""BootRootCauseGradualImprovementBits"",""#text"":""4""},{""@Name"":""BootRootCauseStepDegradationBits"",""#text"":""0""},{""@Name"":""BootRootCauseGradualDegradationBits"",""#text"":""0""},{""@Name"":""BootIsDegradation"",""#text"":""False""},{""@Name"":""BootIsStepDegradation"",""#text"":""False""},{""@Name"":""BootIsGradualDegradation"",""#text"":""False""},{""@Name"":""BootImprovementDelta"",""#text"":""0""},{""@Name"":""BootDegradationDelta"",""#text"":""0""},{""@Name"":""BootIsRootCauseIdentified"",""#text"":""True""},{""@Name"":""OSLoaderDuration"",""#text"":""1099""},{""@Name"":""BootPNPInitStartTimeMS"",""#text"":""10""},{""@Name"":""BootPNPInitDuration"",""#text"":""6129""},{""@Name"":""OtherKernelInitDuration"",""#text"":""75""},{""@Name"":""SystemPNPInitStartTimeMS"",""#text"":""6187""},{""@Name"":""SystemPNPInitDuration"",""#text"":""127""},{""@Name"":""SessionInitStartTimeMS"",""#text"":""6333""},{""@Name"":""Session0InitDuration"",""#text"":""379""},{""@Name"":""Session1InitDuration"",""#text"":""22""},{""@Name"":""SessionInitOtherDuration"",""#text"":""216""},{""@Name"":""WinLogonStartTimeMS"",""#text"":""6951""},{""@Name"":""OtherLogonInitActivityDuration"",""#text"":""413""},{""@Name"":""UserLogonWaitDuration"",""#text"":""4588""}]}}"
1,1,2025-01-14 15:04:47.6441907,100,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1096,1524,WIN-3M6ADARIMNH,0,S-1-5-19,Windows System was started,,,BootStartTime: 2025-01-14 15:03:01.6092002,BootEndTime: 2025-01-14 15:04:45.5141858,BootTime: 35523ms,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""BootTsVersion"",""#text"":""2""},{""@Name"":""BootStartTime"",""#text"":""2025-01-14 15:03:01.6092002""},{""@Name"":""BootEndTime"",""#text"":""2025-01-14 15:04:45.5141858""},{""@Name"":""SystemBootInstance"",""#text"":""6""},{""@Name"":""UserBootInstance"",""#text"":""1""},{""@Name"":""BootTime"",""#text"":""35523""},{""@Name"":""MainPathBootTime"",""#text"":""24923""},{""@Name"":""BootKernelInitTime"",""#text"":""15""},{""@Name"":""BootDriverInitTime"",""#text"":""784""},{""@Name"":""BootDevicesInitTime"",""#text"":""5112""},{""@Name"":""BootPrefetchInitTime"",""#text"":""5616""},{""@Name"":""BootPrefetchBytes"",""#text"":""602300416""},{""@Name"":""BootAutoChkTime"",""#text"":""0""},{""@Name"":""BootSmssInitTime"",""#text"":""839""},{""@Name"":""BootCriticalServicesInitTime"",""#text"":""382""},{""@Name"":""BootUserProfileProcessingTime"",""#text"":""141""},{""@Name"":""BootMachineProfileProcessingTime"",""#text"":""176""},{""@Name"":""BootExplorerInitTime"",""#text"":""13170""},{""@Name"":""BootNumStartupApps"",""#text"":""22""},{""@Name"":""BootPostBootTime"",""#text"":""10600""},{""@Name"":""BootIsRebootAfterInstall"",""#text"":""False""},{""@Name"":""BootRootCauseStepImprovementBits"",""#text"":""0""},{""@Name"":""BootRootCauseGradualImprovementBits"",""#text"":""0""},{""@Name"":""BootRootCauseStepDegradationBits"",""#text"":""0""},{""@Name"":""BootRootCauseGradualDegradationBits"",""#text"":""0""},{""@Name"":""BootIsDegradation"",""#text"":""False""},{""@Name"":""BootIsStepDegradation"",""#text"":""False""},{""@Name"":""BootIsGradualDegradation"",""#text"":""False""},{""@Name"":""BootImprovementDelta"",""#text"":""0""},{""@Name"":""BootDegradationDelta"",""#text"":""0""},{""@Name"":""BootIsRootCauseIdentified"",""#text"":""False""},{""@Name"":""OSLoaderDuration"",""#text"":""847""},{""@Name"":""BootPNPInitStartTimeMS"",""#text"":""15""},{""@Name"":""BootPNPInitDuration"",""#text"":""5124""},{""@Name"":""OtherKernelInitDuration"",""#text"":""4156""},{""@Name"":""SystemPNPInitStartTimeMS"",""#text"":""9277""},{""@Name"":""SystemPNPInitDuration"",""#text"":""771""},{""@Name"":""SessionInitStartTimeMS"",""#text"":""10052""},{""@Name"":""Session0InitDuration"",""#text"":""82""},{""@Name"":""Session1InitDuration"",""#text"":""65""},{""@Name"":""SessionInitOtherDuration"",""#text"":""692""},{""@Name"":""WinLogonStartTimeMS"",""#text"":""10892""},{""@Name"":""OtherLogonInitActivityDuration"",""#text"":""542""},{""@Name"":""UserLogonWaitDuration"",""#text"":""156""}]}}"
2,2,2025-01-14 15:04:47.6441907,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1096,1524,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-01-14 15:03:01.6092002""},{""@Name"":""NameLength"",""#text"":""32""},{""@Name"":""Name"",""#text"":""PCIIDE\\IDEChannel\\4&amp;c5d1198&amp;0&amp;0""},{""@Name"":""FriendlyNameLength"",""#text"":""12""},{""@Name"":""FriendlyName"",""#text"":""IDE Channel""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""2513""},{""@Name"":""DegradationTime"",""#text"":""13""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
3,3,2025-01-14 15:04:47.6441907,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1096,1524,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-01-14 15:03:01.6092002""},{""@Name"":""NameLength"",""#text"":""32""},{""@Name"":""Name"",""#text"":""PCIIDE\\IDEChannel\\4&amp;c5d1198&amp;0&amp;1""},{""@Name"":""FriendlyNameLength"",""#text"":""12""},{""@Name"":""FriendlyName"",""#text"":""IDE Channel""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""2511""},{""@Name"":""DegradationTime"",""#text"":""11""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
4,4,2025-02-07 11:23:42.2536062,100,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1016,2020,WIN-3M6ADARIMNH,0,S-1-5-19,Windows System was started,,,BootStartTime: 2025-02-07 11:21:59.5624001,BootEndTime: 2025-02-07 11:23:40.1944026,BootTime: 31308ms,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""BootTsVersion"",""#text"":""2""},{""@Name"":""BootStartTime"",""#text"":""2025-02-07 11:21:59.5624001""},{""@Name"":""BootEndTime"",""#text"":""2025-02-07 11:23:40.1944026""},{""@Name"":""SystemBootInstance"",""#text"":""7""},{""@Name"":""UserBootInstance"",""#text"":""2""},{""@Name"":""BootTime"",""#text"":""31308""},{""@Name"":""MainPathBootTime"",""#text"":""20808""},{""@Name"":""BootKernelInitTime"",""#text"":""10""},{""@Name"":""BootDriverInitTime"",""#text"":""1151""},{""@Name"":""BootDevicesInitTime"",""#text"":""5386""},{""@Name"":""BootPrefetchInitTime"",""#text"":""5446""},{""@Name"":""BootPrefetchBytes"",""#text"":""635412480""},{""@Name"":""BootAutoChkTime"",""#text"":""0""},{""@Name"":""BootSmssInitTime"",""#text"":""1486""},{""@Name"":""BootCriticalServicesInitTime"",""#text"":""218""},{""@Name"":""BootUserProfileProcessingTime"",""#text"":""288""},{""@Name"":""BootMachineProfileProcessingTime"",""#text"":""169""},{""@Name"":""BootExplorerInitTime"",""#text"":""11386""},{""@Name"":""BootNumStartupApps"",""#text"":""22""},{""@Name"":""BootPostBootTime"",""#text"":""10500""},{""@Name"":""BootIsRebootAfterInstall"",""#text"":""False""},{""@Name"":""BootRootCauseStepImprovementBits"",""#text"":""0""},{""@Name"":""BootRootCauseGradualImprovementBits"",""#text"":""0""},{""@Name"":""BootRootCauseStepDegradationBits"",""#text"":""4194304""},{""@Name"":""BootRootCauseGradualDegradationBits"",""#text"":""4194304""},{""@Name"":""BootIsDegradation"",""#text"":""False""},{""@Name"":""BootIsStepDegradation"",""#text"":""False""},{""@Name"":""BootIsGradualDegradation"",""#text"":""False""},{""@Name"":""BootImprovementDelta"",""#text"":""0""},{""@Name"":""BootDegradationDelta"",""#text"":""0""},{""@Name"":""BootIsRootCauseIdentified"",""#text"":""True""},{""@Name"":""OSLoaderDuration"",""#text"":""1295""},{""@Name"":""BootPNPInitStartTimeMS"",""#text"":""10""},{""@Name"":""BootPNPInitDuration"",""#text"":""5394""},{""@Name"":""OtherKernelInitDuration"",""#text"":""319""},{""@Name"":""SystemPNPInitStartTimeMS"",""#text"":""5709""},{""@Name"":""SystemPNPInitDuration"",""#text"":""1143""},{""@Name"":""SessionInitStartTimeMS"",""#text"":""6858""},{""@Name"":""Session0InitDuration"",""#text"":""642""},{""@Name"":""Session1InitDuration"",""#text"":""64""},{""@Name"":""SessionInitOtherDuration"",""#text"":""780""},{""@Name"":""WinLogonStartTimeMS"",""#text"":""8345""},{""@Name"":""OtherLogonInitActivityDuration"",""#text"":""620""},{""@Name"":""UserLogonWaitDuration"",""#text"":""101""}]}}"
5,5,2025-02-07 11:23:42.2536062,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1016,2020,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:21:59.5624001""},{""@Name"":""NameLength"",""#text"":""32""},{""@Name"":""Name"",""#text"":""PCIIDE\\IDEChannel\\4&amp;c5d1198&amp;0&amp;0""},{""@Name"":""FriendlyNameLength"",""#text"":""12""},{""@Name"":""FriendlyName"",""#text"":""IDE Channel""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""2516""},{""@Name"":""DegradationTime"",""#text"":""16""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
6,6,2025-02-07 11:23:42.2536062,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1016,2020,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:21:59.5624001""},{""@Name"":""NameLength"",""#text"":""32""},{""@Name"":""Name"",""#text"":""PCIIDE\\IDEChannel\\4&amp;c5d1198&amp;0&amp;1""},{""@Name"":""FriendlyNameLength"",""#text"":""12""},{""@Name"":""FriendlyName"",""#text"":""IDE Channel""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""2516""},{""@Name"":""DegradationTime"",""#text"":""16""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
7,7,2025-02-07 11:52:44.6483882,100,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1052,2884,WIN-3M6ADARIMNH,0,S-1-5-19,Windows System was started,,,BootStartTime: 2025-02-07 11:50:59.5780001,BootEndTime: 2025-02-07 11:52:42.5735846,BootTime: 23734ms,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""BootTsVersion"",""#text"":""2""},{""@Name"":""BootStartTime"",""#text"":""2025-02-07 11:50:59.5780001""},{""@Name"":""BootEndTime"",""#text"":""2025-02-07 11:52:42.5735846""},{""@Name"":""SystemBootInstance"",""#text"":""8""},{""@Name"":""UserBootInstance"",""#text"":""3""},{""@Name"":""BootTime"",""#text"":""23734""},{""@Name"":""MainPathBootTime"",""#text"":""12534""},{""@Name"":""BootKernelInitTime"",""#text"":""8""},{""@Name"":""BootDriverInitTime"",""#text"":""138""},{""@Name"":""BootDevicesInitTime"",""#text"":""6358""},{""@Name"":""BootPrefetchInitTime"",""#text"":""1975""},{""@Name"":""BootPrefetchBytes"",""#text"":""250142720""},{""@Name"":""BootAutoChkTime"",""#text"":""0""},{""@Name"":""BootSmssInitTime"",""#text"":""3572""},{""@Name"":""BootCriticalServicesInitTime"",""#text"":""441""},{""@Name"":""BootUserProfileProcessingTime"",""#text"":""78""},{""@Name"":""BootMachineProfileProcessingTime"",""#text"":""1""},{""@Name"":""BootExplorerInitTime"",""#text"":""510""},{""@Name"":""BootNumStartupApps"",""#text"":""0""},{""@Name"":""BootPostBootTime"",""#text"":""11200""},{""@Name"":""BootIsRebootAfterInstall"",""#text"":""False""},{""@Name"":""BootRootCauseStepImprovementBits"",""#text"":""2309""},{""@Name"":""BootRootCauseGradualImprovementBits"",""#text"":""257""},{""@Name"":""BootRootCauseStepDegradationBits"",""#text"":""64""},{""@Name"":""BootRootCauseGradualDegradationBits"",""#text"":""0""},{""@Name"":""BootIsDegradation"",""#text"":""False""},{""@Name"":""BootIsStepDegradation"",""#text"":""False""},{""@Name"":""BootIsGradualDegradation"",""#text"":""False""},{""@Name"":""BootImprovementDelta"",""#text"":""82487""},{""@Name"":""BootDegradationDelta"",""#text"":""0""},{""@Name"":""BootIsRootCauseIdentified"",""#text"":""True""},{""@Name"":""OSLoaderDuration"",""#text"":""1069""},{""@Name"":""BootPNPInitStartTimeMS"",""#text"":""8""},{""@Name"":""BootPNPInitDuration"",""#text"":""6365""},{""@Name"":""OtherKernelInitDuration"",""#text"":""64""},{""@Name"":""SystemPNPInitStartTimeMS"",""#text"":""6428""},{""@Name"":""SystemPNPInitDuration"",""#text"":""131""},{""@Name"":""SessionInitStartTimeMS"",""#text"":""6561""},{""@Name"":""Session0InitDuration"",""#text"":""2392""},{""@Name"":""Session1InitDuration"",""#text"":""211""},{""@Name"":""SessionInitOtherDuration"",""#text"":""967""},{""@Name"":""WinLogonStartTimeMS"",""#text"":""10133""},{""@Name"":""OtherLogonInitActivityDuration"",""#text"":""1809""},{""@Name"":""UserLogonWaitDuration"",""#text"":""129""}]}}"
8,8,2025-02-07 11:52:44.6483882,109,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1052,2884,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:50:59.5780001""},{""@Name"":""NameLength"",""#text"":""19""},{""@Name"":""Name"",""#text"":""ACPI_HAL\\PNP0C08\\0""},{""@Name"":""FriendlyNameLength"",""#text"":""32""},{""@Name"":""FriendlyName"",""#text"":""Microsoft ACPI-Compliant System""},{""@Name"":""VersionLength"",""#text"":""0""},{""@Name"":""Version""},{""@Name"":""TotalTime"",""#text"":""1022""},{""@Name"":""DegradationTime"",""#text"":""909""},{""@Name"":""PathLength"",""#text"":""0""},{""@Name"":""Path""},{""@Name"":""ProductNameLength"",""#text"":""0""},{""@Name"":""ProductName""},{""@Name"":""CompanyNameLength"",""#text"":""0""},{""@Name"":""CompanyName""}]}}"
9,9,2025-02-07 11:52:44.6483882,106,Warning,Microsoft-Windows-Diagnostics-Performance,Microsoft-Windows-Diagnostics-Performance/Operational,1052,2884,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800388c990.vacb.evtx,0x8000000000010000,0,"{""EventData"":{""Data"":[{""@Name"":""StartTime"",""#text"":""2025-02-07 11:50:59.5780001""},{""@Name"":""NameLength"",""#text"":""23""},{""@Name"":""Name"",""#text"":""BackgroundPrefetchTime""},{""@Name"":""TotalTime"",""#text"":""1975""},{""@Name"":""DegradationTime"",""#text"":""5446""}]}}"
